living_area,year_built,beds,full_bath,half_bath,property_type,list_price,list_price_per_sq_ft,sold_price,sold_price_per_sq_ft,living_area_above_ground,price_per_sq_ft,list_date,closing_date
"1,690",2009,3,2,1,Attached,"$220,000.00",$130.18,"$192,000.00",$113.61,"1,690",$113.61,1/14/2013,3/28/2013
"1,976",1996,3,2,1,Attached,"$194,950.00",$98.66,"$192,000.00",$97.17,"1,976",$97.17,6/9/2004,7/27/2004
"1,745",2013,3,3,1,Attached,"$190,871.00",$109.38,"$192,000.00",$110.03,"1,745",$110.03,1/18/2013,4/30/2013
"1,661",2009,3,2,1,Attached,"$191,900.00",$115.53,"$192,125.00",$115.67,"1,661",$115.67,7/19/2009,11/18/2009
"1,790",2009,3,2,1,Attached,"$188,665.00",$105.40,"$192,245.00",$107.40,"1,790",$107.40,6/10/2009,11/19/2009
"1,716",2014,2,3,1,Attached,"$197,290.00",$114.97,"$192,290.00",$112.06,"1,716",$112.06,4/30/2014,5/28/2014
"1,581",2014,2,2,1,Attached,"$192,365.00",$121.67,"$192,365.00",$121.67,"1,581",$121.67,4/15/2014,8/26/2014
"1,393",2011,2,2,0,Attached,"$213,175.00",$153.03,"$192,500.00",$138.19,"1,393",$138.19,3/14/2011,5/30/2011
"1,695",2007,3,2,1,Attached,"$191,227.00",$112.82,"$192,500.00",$113.57,"1,695",$113.57,8/9/2007,10/18/2007
"1,908",2003,3,2,1,Attached,"$194,900.00",$102.15,"$192,500.00",$100.89,"1,908",$100.89,9/28/2004,2/14/2005
"1,745",2013,3,3,1,Attached,"$192,990.00",$110.60,"$192,741.00",$110.45,"1,745",$110.45,4/6/2013,5/15/2013
"1,860",1990,4,2,1,Detached,"$194,900.00",$104.78,"$192,800.00",$103.66,"1,860",$103.66,4/28/2003,8/1/2003
"1,426",1996,3,2,1,Detached,"$192,900.00",$135.27,"$192,900.00",$135.27,"1,426",$135.27,1/12/2007,3/22/2007
"1,742",2006,3,2,2,Attached,"$204,275.00",$117.26,"$192,975.00",$110.78,"1,742",$110.78,9/8/2006,2/22/2007
"1,424",2008,2,2,1,Condo,"$209,000.00",$146.77,"$193,000.00",$135.53,"1,424",$135.53,5/22/2018,8/20/2018
"1,393",2011,2,2,0,Attached,"$198,900.00",$142.79,"$193,000.00",$138.55,"1,393",$138.55,8/7/2011,9/19/2011
"1,640",1994,3,2,1,Detached,"$205,000.00",$125.00,"$193,000.00",$117.68,"1,640",$117.68,6/28/2011,9/14/2011
"1,419",1998,3,2,1,Detached,"$199,900.00",$140.87,"$193,000.00",$136.01,"1,419",$136.01,10/31/2013,12/18/2013
"1,772",2009,2,2,1,Attached,"$197,900.00",$111.68,"$193,000.00",$108.92,"1,772",$108.92,3/1/2015,6/11/2015
"1,450",2008,2,2,1,Attached,"$187,900.00",$129.59,"$193,000.00",$133.10,"1,450",$133.10,3/31/2016,5/6/2016
"1,917",2004,3,3,1,Attached,"$198,030.00",$103.30,"$193,030.00",$100.69,"1,917",$100.69,10/24/2004,7/8/2005
"1,581",1999,3,2,1,Detached,"$194,900.00",$123.28,"$193,200.00",$122.20,"1,581",$122.20,8/25/2004,9/30/2004
"1,917",2004,3,2,2,Attached,"$198,255.00",$103.42,"$193,255.00",$100.81,"1,917",$100.81,10/24/2004,6/5/2005
"1,661",2009,3,2,1,Attached,"$194,466.00",$117.08,"$193,400.00",$116.44,"1,661",$116.44,6/20/2009,11/18/2009
"1,400",2007,2,2,0,Condo,"$193,500.00",$138.21,"$193,500.00",$138.21,"1,400",$138.21,7/22/2016,9/19/2016
"1,703",1993,3,2,1,Detached,"$195,900.00",$115.03,"$193,500.00",$113.62,"1,703",$113.62,5/11/2005,7/21/2005
"1,329",1995,3,2,0,Detached,"$200,000.00",$150.49,"$193,515.00",$145.61,"1,329",$145.61,1/28/2014,3/19/2014
"1,959",2008,4,3,1,Attached,"$199,900.00",$102.04,"$193,527.00",$98.79,"1,959",$98.79,1/20/2008,4/29/2008
"1,712",2005,3,2,1,Attached,"$186,365.00",$108.86,"$193,570.00",$113.07,"1,712",$113.07,7/22/2005,12/12/2005
"1,661",2009,3,2,1,Attached,"$191,900.00",$115.53,"$193,900.00",$116.74,"1,661",$116.74,8/22/2009,1/29/2010
"1,634",2013,3,2,1,Attached,"$197,040.00",$120.59,"$193,990.00",$118.72,"1,634",$118.72,5/17/2013,8/30/2013
"1,994",1996,3,2,1,Detached,"$204,900.00",$102.76,"$194,000.00",$97.29,"1,994",$97.29,2/4/2004,5/21/2004
"1,567",1994,3,2,1,Detached,"$198,000.00",$126.36,"$194,000.00",$123.80,"1,567",$123.80,11/27/2006,5/18/2007
"1,343",1997,3,2,1,Detached,"$195,900.00",$145.87,"$194,000.00",$144.45,"1,343",$144.45,10/11/2009,3/1/2010
"1,879",2007,3,2,1,Attached,"$194,000.00",$103.25,"$194,000.00",$103.25,"1,879",$103.25,3/24/2010,5/14/2010
"1,930",2010,3,3,0,Attached,"$199,900.00",$103.58,"$194,000.00",$100.52,"1,930",$100.52,9/29/2015,11/20/2015
"1,741",2006,3,3,1,Attached,"$194,900.00",$111.95,"$194,000.00",$111.43,"1,741",$111.43,1/5/2006,4/1/2006
"1,596",2007,2,2,1,Attached,"$199,000.00",$124.69,"$194,000.00",$121.55,"1,596",$121.55,7/7/2016,10/14/2016
"1,769",2013,3,3,1,Attached,"$193,663.00",$109.48,"$194,000.00",$109.67,"1,769",$109.67,5/9/2013,9/24/2013
"1,661",2009,3,2,1,Attached,"$191,900.00",$115.53,"$194,023.00",$116.81,"1,661",$116.81,7/19/2009,11/20/2009
"1,548",2009,3,2,1,Attached,"$188,000.00",$121.45,"$194,039.00",$125.35,"1,548",$125.35,7/14/2009,11/20/2009
"1,680",2009,3,2,1,Attached,"$194,256.00",$115.63,"$194,064.00",$115.51,"1,680",$115.51,12/29/2009,4/15/2010
"1,661",2009,3,2,1,Attached,"$201,102.00",$121.07,"$194,086.00",$116.85,"1,661",$116.85,6/20/2009,10/29/2009
"1,959",2006,4,3,1,Attached,"$203,885.00",$104.08,"$194,297.00",$99.18,"1,959",$99.18,6/2/2006,10/2/2006
"1,917",2004,3,2,2,Attached,"$199,505.00",$104.07,"$194,505.00",$101.46,"1,917",$101.46,10/17/2004,7/8/2005
"1,959",2007,4,3,1,Attached,"$199,900.00",$102.04,"$194,545.00",$99.31,"1,959",$99.31,10/10/2007,2/29/2008
"1,752",2006,3,2,1,Attached,"$199,109.00",$113.65,"$194,589.00",$111.07,"1,752",$111.07,5/26/2006,10/6/2006
"1,918",2005,2,2,2,Attached,"$189,900.00",$99.01,"$194,683.00",$101.50,"1,918",$101.50,12/30/2004,10/6/2005
"1,580",1997,3,2,1,Detached,"$199,700.00",$126.39,"$194,700.00",$123.23,"1,580",$123.23,10/3/2006,2/26/2007
"1,735",2012,3,2,1,Attached,"$193,900.00",$111.76,"$194,700.00",$112.22,"1,735",$112.22,12/19/2012,4/4/2013
"1,742",2006,4,3,1,Attached,"$207,780.00",$119.28,"$194,780.00",$111.81,"1,742",$111.81,9/12/2006,2/16/2007
"1,564",2011,3,2,1,Attached,"$184,000.00",$117.65,"$194,835.00",$124.58,"1,564",$124.57,2/28/2011,9/30/2011
"1,741",2005,3,2,2,Attached,"$195,030.00",$112.02,"$194,885.00",$111.94,"1,741",$111.94,5/19/2005,9/6/2005
"1,375",1996,3,2,1,Detached,"$194,900.00",$141.75,"$194,900.00",$141.75,"1,375",$141.75,1/27/2007,3/27/2007
"1,416",1996,3,2,1,Detached,"$194,900.00",$137.64,"$194,900.00",$137.64,"1,416",$137.64,10/4/2009,4/16/2010
"1,393",2012,2,2,0,Attached,"$195,200.00",$140.13,"$194,900.00",$139.91,"1,393",$139.91,1/29/2012,4/17/2012
"2,090",1994,3,2,1,Detached,"$194,900.00",$93.25,"$194,900.00",$93.25,"2,090",$93.25,5/13/2003,6/26/2003
"1,785",2009,3,2,1,Attached,"$202,900.00",$113.67,"$194,900.00",$109.19,"1,785",$109.19,9/7/2009,4/9/2010
"1,741",2006,3,3,1,Attached,"$194,900.00",$111.95,"$194,900.00",$111.95,"1,741",$111.95,3/19/2010,5/18/2010
"1,790",2009,3,2,1,Attached,"$195,130.00",$109.01,"$194,941.00",$108.91,"1,790",$108.91,6/10/2009,12/2/2009
"1,741",2004,3,2,2,Attached,"$197,590.00",$113.49,"$194,950.00",$111.98,"1,741",$111.98,8/5/2004,9/18/2004
"1,695",1997,3,2,1,Detached,"$197,900.00",$116.76,"$195,000.00",$115.04,"1,695",$115.04,9/15/2005,12/30/2005
"2,450",1994,4,2,1,Detached,"$199,900.00",$81.59,"$195,000.00",$79.59,"2,450",$79.59,11/3/2001,9/30/2002
"1,488",1996,3,2,1,Detached,"$200,000.00",$134.41,"$195,000.00",$131.05,"1,488",$131.05,3/15/2012,5/15/2012
"1,568",1995,3,2,1,Detached,"$199,900.00",$127.49,"$195,000.00",$124.36,"1,568",$124.36,8/19/2011,10/14/2011
"1,557",1997,3,2,1,Detached,"$195,000.00",$125.24,"$195,000.00",$125.24,"1,557",$125.24,6/15/2007,7/17/2007
"1,574",1997,3,2,1,Detached,"$200,000.00",$127.06,"$195,000.00",$123.89,"1,574",$123.89,4/18/2008,12/17/2008
"1,690",1993,3,2,1,Detached,"$234,000.00",$138.46,"$195,000.00",$115.38,"1,690",$115.38,8/6/2014,1/15/2015
"1,500",2011,2,2,1,Detached,"$190,000.00",$126.67,"$195,000.00",$130.00,"1,500",$130.00,4/2/2017,5/11/2017
"1,339",1996,3,2,1,Detached,"$195,000.00",$145.63,"$195,000.00",$145.63,"1,339",$145.63,4/25/2014,6/6/2014
"1,800",2009,3,3,1,Attached,"$195,000.00",$108.33,"$195,000.00",$108.33,"1,800",$108.33,6/4/2015,7/17/2015
"1,797",2007,3,3,1,Attached,"$195,000.00",$108.51,"$195,000.00",$108.51,"1,797",$108.51,7/1/2015,8/20/2015
"1,625",2008,2,2,1,Attached,"$199,334.00",$122.67,"$195,000.00",$120.00,"1,625",$120.00,9/10/2008,11/18/2008
"1,838",2009,3,3,1,Attached,"$200,000.00",$108.81,"$195,000.00",$106.09,"1,838",$106.09,2/23/2015,4/30/2015
"1,700",2008,2,3,0,Attached,"$200,000.00",$117.65,"$195,000.00",$114.71,"1,700",$114.71,10/7/2014,11/7/2014
"1,742",2008,3,3,0,Attached,"$199,900.00",$114.75,"$195,000.00",$111.94,"1,742",$111.94,7/26/2014,9/25/2014
"1,389",2002,2,2,0,Attached,"$205,000.00",$147.59,"$195,000.00",$140.39,"1,389",$140.39,7/25/2013,9/19/2013
"1,548",2009,3,2,1,Attached,"$204,900.00",$132.36,"$195,000.00",$125.97,"1,548",$125.97,1/5/2012,5/29/2012
"1,837",2008,2,2,1,Attached,"$200,000.00",$108.87,"$195,000.00",$106.15,"1,837",$106.15,1/13/2012,9/12/2012
"1,710",2007,2,2,1,Attached,"$185,000.00",$108.19,"$195,000.00",$114.04,"1,710",$114.04,5/13/2016,5/25/2016
"1,485",1996,2,2,0,Attached,"$209,500.00",$141.08,"$195,000.00",$131.31,"1,485",$131.31,3/13/2014,5/30/2014
"1,514",1997,3,2,0,Attached,"$199,900.00",$132.03,"$195,000.00",$128.80,"1,514",$128.80,3/7/2005,8/19/2005
"1,638",2003,3,2,1,Attached,"$199,900.00",$122.04,"$195,000.00",$119.05,"1,638",$119.05,10/19/2005,3/20/2006
"1,800",2007,2,2,1,Attached,"$194,900.00",$108.28,"$195,000.00",$108.33,"1,800",$108.33,9/1/2013,7/11/2014
"1,560",2009,3,2,1,Attached,"$205,000.00",$131.41,"$195,000.00",$125.00,"1,560",$125.00,6/25/2012,9/11/2012
"2,250",1997,2,2,1,Attached,"$205,000.00",$91.11,"$195,000.00",$86.67,"2,250",$86.67,7/11/2012,10/3/2012
"1,826",2009,4,2,1,Attached,"$199,999.00",$109.53,"$195,000.00",$106.79,"1,826",$106.79,8/18/2012,12/28/2012
"1,741",2004,2,2,2,Attached,"$187,940.00",$107.95,"$195,170.00",$112.10,"1,741",$112.10,10/24/2004,2/18/2005
"2,227",1993,3,2,1,Detached,"$199,900.00",$89.76,"$195,259.00",$87.68,"2,227",$87.68,11/24/2003,12/23/2003
"1,993",2010,3,3,1,Attached,"$200,000.00",$100.35,"$195,300.00",$97.99,"1,993",$97.99,9/4/2015,11/12/2015
"1,959",2006,3,3,1,Attached,"$197,005.00",$100.56,"$195,305.00",$99.70,"1,959",$99.70,2/3/2006,5/13/2006
"1,573",2007,2,2,1,Attached,"$201,048.00",$127.81,"$195,338.00",$124.18,"1,573",$124.18,3/13/2007,6/18/2007
"1,959",2007,4,3,1,Attached,"$199,940.00",$102.06,"$195,360.00",$99.72,"1,959",$99.72,4/25/2007,8/20/2007
"1,300",2012,2,2,0,Attached,"$199,965.00",$153.82,"$195,362.00",$150.28,"1,300",$150.28,5/4/2012,6/21/2012
"1,675",1997,3,2,1,Detached,"$200,000.00",$119.40,"$195,500.00",$116.72,"1,675",$116.72,2/24/2012,3/29/2012
"2,171",1995,4,2,1,Detached,"$199,900.00",$92.08,"$195,500.00",$90.05,"2,171",$90.05,12/11/2002,6/12/2003
"1,954",2006,3,3,1,Attached,"$199,900.00",$102.30,"$195,500.00",$100.05,"1,954",$100.05,9/16/2010,12/8/2010
"1,634",2013,3,2,1,Attached,"$202,890.00",$124.17,"$195,500.00",$119.65,"1,634",$119.65,7/16/2013,8/30/2013
"1,980",2007,3,2,1,Attached,"$207,000.00",$104.55,"$195,500.00",$98.74,"1,980",$98.74,4/19/2012,6/12/2012
"1,340",2010,2,2,0,Attached,"$193,400.00",$144.33,"$195,850.00",$146.16,"1,340",$146.16,8/26/2010,1/24/2012
"1,410",1998,3,2,1,Detached,"$195,900.00",$138.94,"$195,900.00",$138.94,"1,410",$138.94,11/22/2009,4/28/2010
"1,992",1997,3,2,1,Detached,"$198,000.00",$99.40,"$196,000.00",$98.39,"1,992",$98.39,10/1/2004,11/20/2004
"1,785",1997,3,2,1,Detached,"$199,900.00",$111.99,"$196,000.00",$109.80,"1,785",$109.80,3/31/2005,6/30/2005
"1,820",1994,3,2,1,Detached,"$202,500.00",$111.26,"$196,000.00",$107.69,"1,820",$107.69,10/13/2003,12/12/2003
"1,812",1996,3,2,1,Detached,"$195,000.00",$107.62,"$196,000.00",$108.17,"1,812",$108.17,6/20/2005,8/5/2005
"1,660",1995,3,2,1,Detached,"$199,900.00",$120.42,"$196,000.00",$118.07,"1,660",$118.07,6/15/2005,11/30/2005
"1,950",1995,3,2,1,Detached,"$202,900.00",$104.05,"$196,000.00",$100.51,"1,950",$100.51,6/12/2005,9/21/2005
"1,702",2007,3,2,1,Attached,"$197,900.00",$116.27,"$196,000.00",$115.16,"1,702",$115.16,10/7/2014,11/25/2014
"1,793",2007,2,2,1,Attached,"$202,500.00",$112.94,"$196,000.00",$109.31,"1,793",$109.31,4/10/2014,6/16/2014
"1,950",2002,3,2,1,Attached,"$199,900.00",$102.51,"$196,000.00",$100.51,"1,950",$100.51,1/24/2005,6/30/2005
"1,590",2008,2,2,1,Attached,"$199,900.00",$125.72,"$196,000.00",$123.27,"1,590",$123.27,3/17/2016,5/12/2016
"1,867",2001,3,2,1,Attached,"$199,900.00",$107.07,"$196,000.00",$104.98,"1,867",$104.98,2/3/2006,6/15/2006
"1,912",2011,4,3,1,Attached,"$196,000.00",$102.51,"$196,000.00",$102.51,"1,912",$102.51,10/18/2013,12/11/2013
"1,917",2004,2,2,1,Attached,"$201,080.00",$104.89,"$196,080.00",$102.29,"1,917",$102.28,10/17/2004,6/5/2005
"1,661",2009,3,2,1,Attached,"$193,900.00",$116.74,"$196,150.00",$118.09,"1,661",$118.09,8/22/2009,2/19/2010
"1,959",2006,4,3,1,Attached,"$196,230.00",$100.17,"$196,153.00",$100.13,"1,959",$100.13,5/30/2006,12/8/2006
"1,393",2011,2,2,0,Attached,"$196,155.00",$140.81,"$196,155.00",$140.82,"1,393",$140.81,1/29/2012,5/10/2012
"1,917",2006,3,2,2,Attached,"$211,550.00",$110.35,"$196,178.00",$102.34,"1,917",$102.34,7/20/2006,1/29/2007
"1,978",1999,4,2,1,Detached,"$197,000.00",$99.60,"$196,500.00",$99.34,"1,978",$99.34,6/23/2004,7/29/2004
"1,705",2007,2,2,1,Attached,"$204,500.00",$119.94,"$196,500.00",$115.25,"1,705",$115.25,4/10/2015,6/8/2015
"1,370",2003,2,2,0,Attached,"$199,900.00",$145.91,"$196,500.00",$143.43,"1,370",$143.43,8/1/2006,11/10/2006
"1,811",2008,3,2,1,Attached,"$199,900.00",,"$196,566.00",$108.54,"1,811",$108.54,6/13/2014,7/25/2014
"1,959",2006,4,3,1,Attached,"$199,275.00",$101.72,"$196,745.00",$100.43,"1,959",$100.43,2/18/2006,6/1/2006
"1,860",1993,3,2,1,Detached,"$196,900.00",$105.86,"$196,900.00",$105.86,"1,860",$105.86,2/24/2005,3/31/2005
"1,547",1995,3,2,1,Detached,"$198,400.00",$128.25,"$196,900.00",$127.28,"1,547",$127.28,2/11/2007,4/5/2007
"1,669",1995,3,2,1,Detached,"$200,000.00",$119.83,"$197,000.00",$118.04,"1,669",$118.03,6/6/2012,7/27/2012
"1,630",1996,3,2,1,Detached,"$204,500.00",$125.46,"$197,000.00",$120.86,"1,630",$120.86,8/14/2012,9/27/2012
"1,646",2006,3,2,1,Detached,"$197,000.00",$119.68,"$197,000.00",$119.68,"1,646",$119.68,2/7/2011,5/13/2011
"1,573",2006,2,2,1,Detached,"$207,795.00",$132.10,"$197,000.00",$125.24,"1,573",$125.24,11/11/2008,1/23/2009
"1,911",2006,3,2,2,Attached,"$199,900.00",$104.60,"$197,000.00",$103.09,"1,911",$103.09,4/19/2011,9/13/2011
"1,634",2009,3,2,1,Attached,"$199,000.00",$121.79,"$197,000.00",$120.56,"1,634",$120.56,4/23/2014,6/12/2014
"2,023",1997,2,2,1,Attached,"$209,900.00",$103.76,"$197,000.00",$97.38,"2,023",$97.38,8/3/2005,11/3/2005
"1,896",2002,3,2,1,Attached,"$197,000.00",$103.90,"$197,000.00",$103.90,"1,896",$103.90,1/3/2006,6/21/2006
"1,695",2007,3,2,1,Attached,"$206,740.00",$121.97,"$197,000.00",$116.22,"1,695",$116.22,3/13/2007,5/7/2007
"1,679",2009,2,2,1,Attached,"$187,000.00",$111.38,"$197,000.00",$117.33,"1,679",$117.33,8/2/2014,9/5/2014
"1,800",2008,3,3,1,Attached,"$199,900.00",$111.06,"$197,000.00",$109.44,"1,800",$109.44,6/6/2015,8/14/2015
"1,661",2009,3,2,1,Attached,"$195,900.00",$117.94,"$197,000.00",$118.60,"1,661",$118.60,10/14/2009,3/12/2010
"1,604",2002,3,2,1,Attached,"$202,900.00",$126.50,"$197,000.00",$122.82,"1,604",$122.82,2/1/2006,7/21/2006
"1,589",2011,2,2,1,Attached,"$199,900.00",$125.80,"$197,000.00",$123.98,"1,589",$123.98,7/6/2015,8/28/2015
"1,717",2014,3,3,1,Attached,"$199,115.00",$115.97,"$197,115.00",$114.80,"1,717",$114.80,10/16/2013,8/26/2014
"1,716",2014,2,3,1,Attached,"$197,140.00",$114.88,"$197,140.00",$114.88,"1,716",$114.88,3/14/2014,6/30/2014
"1,661",2009,3,2,1,Attached,"$191,900.00",$115.53,"$197,202.00",$118.73,"1,661",$118.72,8/22/2009,1/29/2010
"1,735",2013,3,2,1,Attached,"$199,900.00",$115.22,"$197,205.00",$113.66,"1,735",$113.66,4/10/2013,7/11/2013
"1,695",2007,3,2,1,Attached,"$229,770.00",$135.56,"$197,450.00",$116.49,"1,695",$116.49,8/2/2007,9/26/2007
"1,587",1993,3,2,1,Detached,"$199,500.00",$125.71,"$197,500.00",$124.45,"1,587",$124.45,2/28/2006,4/25/2006
"1,797",1995,3,2,0,Detached,"$219,000.00",$121.87,"$197,500.00",$109.91,"1,797",$109.91,1/4/2011,5/19/2011
"1,897",2006,3,3,1,Attached,"$197,500.00",$104.11,"$197,500.00",$104.11,"1,897",$104.11,9/18/2013,10/18/2013
"1,880",2007,3,2,1,Attached,"$199,900.00",$106.33,"$197,500.00",$105.05,"1,880",$105.05,3/19/2013,6/19/2013
"1,677",2009,2,2,1,Attached,"$199,900.00",$119.20,"$197,500.00",$117.77,"1,677",$117.77,2/26/2015,5/6/2015
"1,883",2008,3,2,1,Attached,"$209,900.00",$111.47,"$197,500.00",$104.89,"1,883",$104.89,1/26/2013,3/4/2013
"1,780",2014,3,3,1,Attached,"$204,990.00",$115.16,"$197,500.00",$110.96,"1,780",$110.96,1/27/2014,5/16/2014
"1,815",2008,2,2,1,Attached,"$204,999.00",$112.95,"$197,555.00",$108.85,"1,815",$108.85,7/10/2015,8/21/2015
"1,720",2008,3,3,1,Attached,"$203,265.00",$118.18,"$197,690.00",$114.94,"1,720",$114.94,5/28/2008,8/21/2008
"1,959",2006,4,2,1,Attached,"$204,225.00",$104.25,"$197,697.00",$100.92,"1,959",$100.92,6/7/2006,11/16/2006
758,2005,1,1,1,Condo,"$179,900.00",$237.34,"$197,800.00",$260.95,758,$260.95,5/24/2021,6/9/2021
"1,661",2009,3,2,1,Attached,"$197,831.00",$119.10,"$197,831.00",$119.10,"1,661",$119.10,7/25/2009,1/8/2010
"1,905",2003,3,2,1,Detached,"$184,254.00",$96.72,"$197,870.00",$103.87,"1,905",$103.87,4/28/2003,11/24/2003
"1,548",2009,3,2,1,Attached,"$196,311.00",$126.82,"$197,896.00",$127.84,"1,548",$127.84,7/31/2009,12/1/2009
758,2008,1,1,1,Condo,"$185,000.00",$244.06,"$198,000.00",$261.21,758,$261.21,6/24/2021,8/11/2021
806,2006,1,1,1,Condo,"$199,990.00",$248.13,"$198,000.00",$245.66,806,$245.66,4/29/2021,8/10/2021
"1,393",2011,2,2,0,Attached,"$204,100.00",$146.52,"$198,000.00",$142.14,"1,393",$142.14,12/1/2011,2/28/2012
"1,522",1994,3,2,1,Detached,"$199,900.00",$131.34,"$198,000.00",$130.09,"1,522",$130.09,3/30/2006,5/30/2006
"1,328",1997,3,2,1,Detached,"$200,000.00",$150.60,"$198,000.00",$149.10,"1,328",$149.10,7/3/2008,7/31/2008
"1,350",1996,3,2,1,Detached,"$199,990.00",$148.14,"$198,000.00",$146.67,"1,350",$146.67,11/26/2008,1/20/2009
"1,800",2011,3,3,1,Attached,"$198,000.00",$110.00,"$198,000.00",$110.00,"1,800",$110.00,7/7/2015,8/21/2015
"1,959",2006,4,3,1,Attached,"$206,790.00",$105.56,"$198,000.00",$101.07,"1,959",$101.07,10/2/2006,10/31/2006
"1,858",2001,3,2,1,Attached,"$208,000.00",$111.95,"$198,000.00",$106.57,"1,858",$106.57,11/11/2008,6/30/2009
"1,780",2014,3,3,1,Attached,"$200,990.00",$112.92,"$198,000.00",$111.24,"1,780",$111.24,2/16/2014,10/10/2014
"1,780",2014,3,3,1,Attached,"$199,411.00",$112.03,"$198,000.00",$111.24,"1,780",$111.24,2/16/2014,10/15/2014
"1,630",2008,3,2,0,Attached,"$239,990.00",$147.23,"$198,000.00",$121.47,"1,630",$121.47,3/30/2009,4/30/2009
"1,959",2006,4,3,1,Attached,"$204,900.00",$104.59,"$198,000.00",$101.07,"1,959",$101.07,11/1/2006,12/25/2006
"1,780",2014,3,3,1,Attached,"$197,416.00",$110.91,"$198,000.00",$111.24,"1,780",$111.24,2/16/2014,10/14/2014
"2,050",2006,3,3,1,Attached,"$200,000.00",$97.56,"$198,000.00",$96.59,"2,050",$96.59,6/10/2013,7/31/2013
"2,024",2006,3,2,1,Attached,"$210,000.00",$103.75,"$198,000.00",$97.83,"2,024",$97.83,6/28/2013,9/25/2013
"1,733",2007,2,2,1,Attached,"$205,000.00",$118.29,"$198,000.00",$114.25,"1,733",$114.25,4/6/2015,6/25/2015
"1,956",2008,3,2,1,Attached,"$200,000.00",$102.25,"$198,000.00",$101.23,"1,956",$101.23,1/3/2012,4/16/2012
"1,750",2012,2,2,1,Attached,"$183,990.00",$105.14,"$198,010.00",$113.15,"1,750",$113.15,1/19/2012,9/14/2012
"1,750",2011,3,2,1,Attached,"$195,630.00",$111.79,"$198,125.00",$113.21,"1,750",$113.21,3/22/2011,8/10/2011
"1,790",2009,3,2,1,Attached,"$198,220.00",$110.74,"$198,220.00",$110.74,"1,790",$110.74,6/10/2009,8/28/2009
"1,977",1997,3,2,1,Detached,"$199,000.00",$100.66,"$198,500.00",$100.41,"1,977",$100.40,2/25/2004,6/1/2004
"2,440",2008,3,2,2,Attached,"$210,000.00",$86.07,"$198,500.00",$81.35,"2,440",$81.35,6/19/2011,11/17/2011
"1,400",2007,2,2,1,Attached,"$195,000.00",$139.29,"$198,500.00",$141.79,"1,400",$141.79,4/20/2017,6/5/2017
"1,959",2006,4,3,1,Attached,"$200,000.00",$102.09,"$198,500.00",$101.33,"1,959",$101.33,1/25/2008,5/23/2008
"1,741",2009,2,2,2,Attached,"$238,545.00",$137.02,"$198,560.00",$114.05,"1,741",$114.05,7/21/2008,5/18/2009
"1,971",2008,3,3,1,Attached,"$184,990.00",$93.86,"$198,610.00",$100.77,"1,971",$100.77,7/7/2008,9/3/2009
"1,615",2014,2,3,1,Attached,"$203,890.00",$126.25,"$198,640.00",$123.00,"1,615",$123.00,3/14/2014,5/30/2014
"1,588",2006,3,2,1,Attached,"$198,650.00",$125.09,"$198,650.00",$125.09,"1,588",$125.09,7/8/2006,7/13/2006
"1,972",2005,4,3,1,Attached,"$201,710.00",$102.29,"$198,710.00",$100.77,"1,972",$100.77,7/22/2005,12/11/2005
"1,634",2013,3,2,1,Attached,"$200,790.00",$122.88,"$198,790.00",$121.66,"1,634",$121.66,5/15/2013,7/23/2013
"1,900",2004,4,2,1,Attached,"$196,930.00",$103.65,"$198,803.00",$104.63,"1,900",$104.63,1/16/2004,6/3/2004
"1,785",2009,3,2,1,Attached,"$204,900.00",$114.79,"$198,900.00",$111.43,"1,785",$111.43,6/11/2010,12/8/2010
"1,680",2009,3,2,1,Attached,"$188,900.00",$112.44,"$198,941.00",$118.42,"1,680",$118.42,9/7/2009,5/3/2010
"1,742",2006,3,2,2,Attached,"$199,900.00",$114.75,"$199,000.00",$114.24,"1,742",$114.24,10/5/2008,2/27/2009
"2,039",1996,3,2,1,Attached,"$210,000.00",$102.99,"$199,000.00",$97.60,"2,039",$97.60,5/14/2012,6/29/2012
"2,020",2005,4,3,1,Attached,"$204,900.00",$101.44,"$199,000.00",$98.52,"2,020",$98.51,2/20/2008,4/4/2008
"1,697",2007,2,2,1,Attached,"$204,500.00",$120.51,"$199,000.00",$117.27,"1,697",$117.27,6/26/2014,8/13/2014
"1,790",2009,3,3,1,Attached,"$199,900.00",$111.68,"$199,000.00",$111.17,"1,790",$111.17,8/28/2015,12/1/2015
"1,467",2007,2,2,1,Attached,"$193,000.00",$131.56,"$199,000.00",$135.65,"1,467",$135.65,2/23/2017,4/4/2017
"1,516",2009,2,2,1,Attached,"$199,000.00",$131.27,"$199,000.00",$131.27,"1,516",$131.27,12/4/2017,1/19/2018
"1,857",1999,3,2,1,Detached,"$207,400.00",$111.69,"$199,000.00",$107.16,"1,857",$107.16,4/7/2003,9/4/2003
"1,363",1995,3,2,0,Detached,"$202,000.00",$148.20,"$199,000.00",$146.00,"1,363",$146.00,5/31/2014,9/26/2014
"2,023",1999,3,2,1,Detached,"$204,900.00",$101.29,"$199,000.00",$98.37,"2,023",$98.37,6/14/2003,7/31/2003
"1,957",1995,4,2,1,Detached,"$199,900.00",$102.15,"$199,000.00",$101.69,"1,957",$101.69,5/17/2005,7/1/2005
"1,420",1995,3,2,0,Detached,"$199,000.00",$140.14,"$199,000.00",$140.14,"1,420",$140.14,6/9/2008,10/7/2008
