living_area,year_built,beds,full_bath,half_bath,property_type,list_price,list_price_per_sq_ft,sold_price,sold_price_per_sq_ft,living_area_above_ground,price_per_sq_ft,list_date,closing_date
"2,818",2004,4,2,1,Detached,"$375,000.00",$133.07,"$370,000.00",$131.30,"2,818",$131.30,7/13/2005,9/29/2005
"2,770",1994,4,2,1,Detached,"$379,900.00",$137.15,"$370,000.00",$133.57,"2,770",$133.57,9/11/2006,10/30/2006
"2,932",1998,4,2,1,Detached,"$379,000.00",$129.26,"$370,000.00",$126.19,"2,932",$126.19,5/23/2007,8/1/2007
"2,381",1991,4,2,1,Detached,"$379,000.00",$159.18,"$370,000.00",$155.40,"2,381",$155.40,6/28/2019,9/24/2019
"2,670",1999,4,2,1,Detached,"$375,000.00",$140.45,"$370,000.00",$138.58,"2,670",$138.58,10/25/2015,12/15/2015
"3,050",1997,4,2,1,Detached,"$374,000.00",$122.62,"$370,000.00",$121.31,"3,050",$121.31,3/2/2005,4/29/2005
"4,091",1998,4,3,1,Detached,"$385,000.00",$94.11,"$370,000.00",$90.44,"2,952",$90.44,5/23/2006,7/14/2006
"2,725",1997,4,2,1,Detached,"$379,000.00",$139.08,"$370,000.00",$135.78,"2,725",$135.78,8/31/2007,10/15/2007
"3,089",2007,5,4,0,Detached,"$369,900.00",$119.75,"$370,000.00",$119.78,"3,089",$119.78,4/6/2013,5/15/2013
"2,932",1996,4,2,1,Detached,"$379,900.00",$129.57,"$370,000.00",$126.19,"2,932",$126.19,10/5/2005,12/15/2005
"3,135",2012,4,3,1,Detached,"$389,900.00",$124.37,"$370,000.00",$118.02,"3,135",$118.02,3/19/2012,1/4/2013
"2,754",1996,4,2,1,Detached,"$375,000.00",$136.17,"$370,000.00",$134.35,"2,754",$134.35,2/8/2008,3/28/2008
"2,262",2008,3,2,1,Detached,"$385,000.00",$170.20,"$370,000.00",$163.57,"2,262",$163.57,10/28/2020,12/29/2020
"2,319",2001,3,2,1,Detached,"$375,000.00",$161.71,"$370,000.00",$159.55,"2,319",$159.55,6/21/2018,10/2/2018
"1,344",1972,3,2,0,Detached,"$397,500.00",$295.76,"$370,000.00",$275.30,"1,344",$275.30,7/12/2015,2/12/2016
"2,571",2003,4,3,0,Detached,"$372,500.00",$144.89,"$370,000.00",$143.91,"2,571",$143.91,1/9/2006,3/24/2006
"1,400",2011,2,2,0,Attached,"$350,000.00",$250.00,"$370,000.00",$264.29,"1,400",$264.29,5/10/2021,5/21/2021
"2,829",2014,3,3,1,Detached,"$374,900.00",$132.52,"$370,000.00",$130.79,"2,829",$130.79,1/6/2014,6/27/2014
"2,285",2008,3,2,1,Detached,"$369,900.00",$161.88,"$370,000.00",$161.93,"2,285",$161.93,5/17/2018,7/9/2018
"2,899",2006,4,3,1,Detached,"$387,750.00",$133.75,"$370,000.00",$127.63,"2,899",$127.63,2/24/2006,5/28/2006
"3,060",2009,3,2,2,Detached,"$399,500.00",$130.56,"$370,000.00",$120.92,"3,060",$120.92,10/10/2008,6/16/2010
"3,579",2005,4,2,1,Detached,"$438,700.00",$122.58,"$370,000.00",$103.38,"3,579",$103.38,9/28/2011,2/21/2012
"1,119",2007,2,2,0,Detached,"$339,900.00",$303.75,"$370,000.00",$330.65,"1,119",$330.65,8/15/2021,9/27/2021
"1,765",2012,2,2,0,Detached,"$375,000.00",$212.46,"$370,000.00",$209.63,"1,765",$209.63,5/1/2016,7/18/2016
"1,484",2012,3,2,0,Detached,"$365,000.00",$245.96,"$370,000.00",$249.33,"1,484",$249.33,4/20/2021,5/26/2021
"2,057",2007,2,2,0,Detached,"$375,000.00",$182.30,"$370,000.00",$179.87,"2,057",$179.87,1/31/2017,6/21/2017
"1,881",2012,2,2,0,Detached,"$380,000.00",$202.02,"$370,000.00",$196.70,"1,881",$196.70,10/23/2015,2/26/2016
"2,279",2007,3,2,0,Detached,"$375,000.00",$164.55,"$370,000.00",$162.35,"2,279",$162.35,9/26/2012,10/31/2012
"1,920",2007,2,2,0,Detached,"$375,000.00",$195.31,"$370,000.00",$192.71,"1,920",$192.71,1/4/2017,2/23/2017
"2,637",2012,3,3,0,Detached,"$374,900.00",$142.17,"$370,000.00",$140.31,"2,637",$140.31,11/16/2012,5/17/2013
"1,770",2013,2,2,0,Detached,"$370,000.00",$209.04,"$370,000.00",$209.04,"1,770",$209.04,6/16/2015,7/22/2015
"3,331",2006,4,4,0,Detached,"$398,475.00",$119.63,"$370,000.00",$111.08,"3,331",$111.08,7/9/2011,9/23/2011
"2,488",2007,3,2,0,Detached,"$380,000.00",$152.73,"$370,000.00",$148.71,"2,488",$148.71,1/2/2013,7/16/2013
"1,968",2008,2,2,0,Detached,"$382,900.00",$194.56,"$370,000.00",$188.01,"1,968",$188.01,3/26/2015,6/17/2015
"1,851",2018,3,2,1,Attached,"$370,059.00",$199.92,"$370,059.00",$199.92,"1,851",$199.92,4/13/2018,11/20/2018
"1,970",2020,4,3,1,Attached,"$378,790.00",$192.28,"$370,180.00",$187.91,"1,970",$187.91,10/9/2020,3/17/2021
"2,350",2021,4,3,1,Attached,"$370,259.00",$157.56,"$370,184.00",$157.53,"2,350",$157.53,10/19/2020,3/31/2021
"2,178",2020,4,3,1,Attached,"$343,490.00",$157.71,"$370,345.00",$170.04,"2,178",$170.04,4/16/2020,11/23/2020
"2,717",2005,4,3,1,Detached,"$366,900.00",$135.04,"$370,352.00",$136.31,"2,717",$136.31,10/28/2004,5/22/2005
"2,873",2008,5,3,0,Detached,"$410,350.00",$142.83,"$370,475.00",$128.95,"2,873",$128.95,4/1/2008,4/18/2008
"1,750",2012,3,3,1,Attached,"$350,000.00",$200.00,"$370,500.00",$211.71,"1,750",$211.71,10/21/2021,12/3/2021
"1,855",2019,3,2,1,Attached,"$370,500.00",$199.73,"$370,500.00",$199.73,"1,855",$199.73,12/30/2018,8/16/2019
"2,430",1994,4,2,1,Detached,"$379,000.00",$155.97,"$370,500.00",$152.47,"2,430",$152.47,3/26/2013,5/30/2013
"3,456",2007,4,3,0,Detached,"$384,781.00",$111.34,"$370,500.00",$107.21,"3,456",$107.20,4/19/2007,7/24/2007
"2,684",2014,3,3,1,Detached,"$365,200.00",$136.07,"$370,515.00",$138.05,"2,684",$138.05,2/17/2014,6/26/2014
"3,160",2005,4,3,1,Detached,"$381,950.00",$120.87,"$370,540.00",$117.26,"3,160",$117.26,10/14/2005,3/2/2006
"3,125",2006,5,3,0,Detached,"$370,888.00",$118.68,"$370,888.00",$118.68,"3,125",$118.68,4/9/2006,5/8/2006
"1,721",2008,2,2,1,Attached,"$355,000.00",$206.28,"$371,000.00",$215.57,"1,721",$215.57,11/10/2021,12/13/2021
"1,901",1993,3,2,1,Detached,"$350,000.00",$184.11,"$371,000.00",$195.16,"1,901",$195.16,12/11/2020,1/11/2021
"2,584",2006,3,2,1,Detached,"$379,900.00",$147.02,"$371,000.00",$143.58,"2,584",$143.58,2/28/2019,4/30/2019
"2,698",2002,4,2,1,Detached,"$379,500.00",$140.66,"$371,000.00",$137.51,"2,698",$137.51,6/11/2015,10/1/2015
"2,990",2004,4,3,1,Detached,"$377,000.00",$126.09,"$371,000.00",$124.08,"2,990",$124.08,9/16/2011,11/1/2011
"2,676",2002,4,2,1,Detached,"$375,000.00",$140.13,"$371,000.00",$138.64,"2,676",$138.64,10/29/2013,12/27/2013
"3,200",2006,3,2,1,Detached,"$373,000.00",$116.56,"$371,000.00",$115.94,"3,200",$115.94,2/13/2007,5/25/2007
"2,900",1994,4,2,1,Detached,"$384,900.00",$132.72,"$371,000.00",$127.93,"2,900",$127.93,3/10/2011,6/1/2011
"1,393",2007,2,2,0,Detached,"$350,000.00",$251.26,"$371,000.00",$266.33,"1,393",$266.33,5/7/2021,6/15/2021
"2,750",2006,3,2,1,Detached,"$371,277.00",$135.01,"$371,277.00",$135.01,"2,750",$135.01,12/16/2005,8/3/2006
"1,776",2017,2,2,0,Detached,"$371,325.00",$209.08,"$371,325.00",$209.08,"1,776",$209.08,12/4/2016,9/30/2017
"2,626",2017,4,3,1,Attached,"$371,330.00",$141.41,"$371,330.00",$141.41,"1,836",$141.41,10/1/2017,5/25/2018
"2,817",2010,5,4,0,Detached,"$371,345.00",$131.82,"$371,345.00",$131.82,"2,817",$131.82,11/29/2010,11/29/2010
"2,942",2013,5,4,0,Detached,"$371,297.00",$126.21,"$371,367.00",$126.23,"2,942",$126.23,8/30/2013,2/11/2014
"2,607",2001,3,2,1,Attached,"$339,000.00",$130.03,"$371,500.00",$142.50,"2,183",$142.50,3/30/2021,5/27/2021
"3,470",1997,4,2,1,Detached,"$385,000.00",$110.95,"$371,500.00",$107.06,"3,470",$107.06,6/25/2010,11/9/2010
"2,620",2003,4,2,1,Detached,"$394,500.00",$150.57,"$371,500.00",$141.79,"2,620",$141.79,8/20/2019,11/5/2019
"1,970",2021,4,3,1,Attached,"$371,510.00",$188.58,"$371,510.00",$188.58,"1,970",$188.58,1/6/2021,3/17/2021
"1,755",2012,2,2,0,Detached,"$371,879.00",$211.90,"$371,879.00",$211.90,"1,755",$211.90,7/18/2013,9/26/2013
"2,810",2007,5,2,1,Detached,"$383,405.00",$136.44,"$371,895.00",$132.35,"2,810",$132.35,3/26/2007,8/28/2007
"2,430",2008,5,3,0,Detached,"$374,900.00",$154.28,"$371,900.00",$153.05,"2,430",$153.05,5/28/2015,7/30/2015
"2,675",2016,3,3,1,Attached,"$371,919.00",$139.04,"$371,919.00",$139.04,"2,675",$139.04,5/18/2016,8/31/2016
"3,377",2010,5,3,0,Detached,"$369,000.00",$109.27,"$372,000.00",$110.16,"3,377",$110.16,4/2/2014,6/17/2014
"2,803",2009,4,3,1,Detached,"$379,000.00",$135.21,"$372,000.00",$132.71,"2,803",$132.71,9/9/2015,11/17/2015
"2,114",1997,4,2,1,Detached,"$360,000.00",$170.29,"$372,000.00",$175.97,"2,114",$175.97,5/14/2018,7/16/2018
"2,996",1995,4,2,1,Detached,"$379,000.00",$126.50,"$372,000.00",$124.17,"2,996",$124.17,8/5/2017,9/28/2017
"2,744",2003,4,2,1,Detached,"$375,000.00",$136.66,"$372,000.00",$135.57,"2,744",$135.57,2/27/2014,5/12/2014
"3,547",2011,5,4,0,Detached,"$399,000.00",$112.49,"$372,000.00",$104.88,"3,547",$104.88,9/23/2011,8/27/2012
"3,625",2002,5,3,0,Detached,"$373,900.00",$103.14,"$372,000.00",$102.62,"3,625",$102.62,4/1/2004,7/12/2004
"1,876",1994,3,2,0,Detached,"$360,000.00",$191.90,"$372,000.00",$198.29,"1,876",$198.29,1/28/2021,3/24/2021
"2,549",2007,4,2,1,Detached,"$385,000.00",$151.04,"$372,000.00",$145.94,"2,549",$145.94,2/10/2017,3/24/2017
"2,207",2006,3,2,1,Detached,"$369,900.00",$167.60,"$372,000.00",$168.55,"2,207",$168.55,3/12/2020,4/20/2020
"2,963",2007,5,3,0,Detached,"$379,900.00",$128.21,"$372,000.00",$125.55,"2,963",$125.55,5/21/2009,8/28/2009
"3,416",2003,5,2,1,Detached,"$374,900.00",$109.75,"$372,000.00",$108.90,"3,416",$108.90,9/28/2014,4/28/2015
"2,900",1995,4,2,1,Detached,"$369,900.00",$127.55,"$372,000.00",$128.28,"2,900",$128.28,6/12/2007,10/31/2007
"3,510",1998,5,3,0,Detached,"$384,900.00",$109.66,"$372,000.00",$105.98,"3,510",$105.98,1/7/2004,4/28/2004
"2,222",2006,3,2,1,Detached,"$387,000.00",$174.17,"$372,000.00",$167.42,"2,222",$167.42,10/19/2020,1/4/2021
"3,192",2008,5,4,0,Detached,"$399,900.00",$125.28,"$372,000.00",$116.54,"3,192",$116.54,5/25/2011,10/27/2011
"3,647",2007,4,2,1,Detached,"$385,000.00",$105.57,"$372,000.00",$102.00,"3,647",$102.00,6/17/2011,11/16/2011
"3,032",2000,4,2,1,Detached,"$385,000.00",$126.98,"$372,000.00",$122.69,"3,032",$122.69,2/4/2005,5/16/2005
"2,443",2007,3,2,1,Detached,"$379,000.00",$155.14,"$372,000.00",$152.27,"2,443",$152.27,8/19/2011,3/1/2012
"2,934",2013,4,3,0,Detached,"$382,970.00",$130.53,"$372,145.00",$126.84,"2,934",$126.84,7/26/2013,3/31/2014
"2,911",2013,4,3,0,Detached,"$369,700.00",$127.00,"$372,236.00",$127.87,"2,911",$127.87,4/15/2013,8/27/2013
"2,622",2014,4,3,0,Detached,"$372,396.00",$142.03,"$372,396.00",$142.03,"2,622",$142.03,3/24/2014,9/29/2014
"2,978",2003,4,2,1,Detached,"$379,900.00",$127.57,"$372,400.00",$125.05,"2,978",$125.05,5/21/2010,7/30/2010
"2,140",2019,4,3,0,Attached,"$373,990.00",$174.76,"$372,500.00",$174.07,"2,140",$174.07,9/24/2019,12/30/2019
"2,269",1998,3,2,1,Detached,"$380,000.00",$167.47,"$372,500.00",$164.17,"2,269",$164.17,2/20/2018,3/29/2018
"2,399",2003,4,2,1,Detached,"$375,000.00",$156.32,"$372,500.00",$155.27,"2,399",$155.27,4/16/2019,5/24/2019
"2,075",2007,3,2,0,Detached,"$379,900.00",$183.08,"$372,500.00",$179.52,"2,075",$179.52,10/20/2016,8/10/2017
"2,134",2013,2,2,0,Detached,"$374,900.00",$175.68,"$372,500.00",$174.56,"2,134",$174.55,4/11/2013,6/24/2013
"1,521",2017,2,2,0,Detached,"$386,900.00",$254.37,"$372,500.00",$244.90,"1,521",$244.90,9/26/2019,3/19/2020
"2,663",2005,4,3,1,Detached,"$369,900.00",$138.90,"$372,600.00",$139.92,"2,663",$139.92,1/14/2005,6/27/2005
"3,224",2012,5,3,0,Detached,"$372,455.00",$115.53,"$372,605.00",$115.57,"3,224",$115.57,2/11/2012,6/21/2012
"2,730",2006,4,2,1,Detached,"$372,650.00",$136.50,"$372,650.00",$136.50,"2,730",$136.50,5/11/2006,2/12/2007
"3,190",2012,5,3,0,Detached,"$370,630.00",$116.18,"$372,664.00",$116.82,"3,190",$116.82,9/10/2012,1/29/2013
"3,191",2014,4,3,1,Detached,"$372,800.00",$116.83,"$372,800.00",$116.83,"3,191",$116.83,7/31/2014,7/31/2014
"2,529",2015,4,3,0,Detached,"$372,890.00",$147.45,"$372,890.00",$147.45,"2,529",$147.45,9/15/2015,9/15/2015
"2,518",2016,3,3,1,Attached,"$379,900.00",$150.87,"$372,900.00",$148.09,"2,518",$148.09,9/19/2016,12/30/2016
"2,831",2010,4,3,1,Detached,"$379,900.00",$134.19,"$372,900.00",$131.72,"2,831",$131.72,7/22/2010,7/7/2011
"3,104",2008,4,2,1,Detached,"$406,855.00",$131.07,"$372,900.00",$120.14,"2,468",$120.14,4/26/2008,6/30/2008
"2,593",2005,3,2,1,Detached,"$379,900.00",$146.51,"$372,900.00",$143.81,"2,593",$143.81,12/6/2019,1/23/2020
"2,140",2019,4,3,0,Attached,"$378,990.00",$177.10,"$373,000.00",$174.30,"2,140",$174.30,12/3/2019,1/30/2020
"2,692",2008,4,3,1,Attached,"$390,000.00",$144.87,"$373,000.00",$138.56,"2,226",$138.56,9/30/2009,5/7/2010
"2,766",2015,3,3,1,Attached,"$379,900.00",$137.35,"$373,000.00",$134.85,"2,766",$134.85,4/26/2019,8/22/2019
"2,739",2016,3,3,1,Attached,"$375,000.00",$136.91,"$373,000.00",$136.18,"2,739",$136.18,5/7/2019,6/27/2019
"1,823",2012,3,3,1,Attached,"$345,000.00",$189.25,"$373,000.00",$204.61,"1,823",$204.61,8/30/2021,10/12/2021
"2,439",2004,3,2,1,Detached,"$369,250.00",$151.39,"$373,000.00",$152.93,"2,439",$152.93,6/8/2017,8/18/2017
"3,131",2006,5,3,0,Detached,"$384,185.00",$122.70,"$373,000.00",$119.13,"3,131",$119.13,4/8/2006,1/2/2007
"2,512",1998,4,2,1,Detached,"$381,900.00",$152.03,"$373,000.00",$148.49,"2,512",$148.49,4/3/2019,6/21/2019
"3,386",1999,5,3,0,Detached,"$389,900.00",$115.15,"$373,000.00",$110.16,"3,386",$110.16,2/16/2011,8/29/2011
"4,125",1998,4,3,1,Detached,"$385,000.00",$93.33,"$373,000.00",$90.42,"2,958",$90.42,1/21/2007,5/11/2007
"2,534",1994,4,2,1,Detached,"$380,000.00",$149.96,"$373,000.00",$147.20,"2,534",$147.20,3/1/2012,5/31/2012
"1,934",2006,2,2,0,Detached,"$380,000.00",$196.48,"$373,000.00",$192.86,"1,934",$192.86,6/22/2016,10/10/2016
"2,563",2016,4,3,1,Attached,"$371,670.00",$145.01,"$373,160.00",$145.60,"2,563",$145.60,9/24/2015,3/31/2016
"2,537",2006,3,2,1,Attached,"$394,624.00",$155.55,"$373,254.00",$147.12,"2,537",$147.12,8/1/2006,12/29/2006
"1,970",2020,4,3,1,Attached,"$379,790.00",$192.79,"$373,290.00",$189.49,"1,970",$189.49,10/9/2020,1/15/2021
"2,075",2020,4,3,1,Attached,"$383,280.00",$184.71,"$373,370.00",$179.94,"2,075",$179.94,7/27/2020,11/19/2020
"2,851",2016,3,3,1,Attached,"$373,500.00",$131.01,"$373,500.00",$131.01,"2,851",$131.01,3/2/2020,5/29/2020
"2,657",2016,4,3,1,Attached,"$359,850.00",$135.43,"$373,500.00",$140.57,"2,657",$140.57,8/14/2015,2/5/2016
"2,205",2007,3,2,1,Attached,"$375,000.00",$170.07,"$373,500.00",$169.39,"2,205",$169.39,2/8/2021,3/19/2021
"2,374",2012,4,2,1,Detached,"$350,000.00",$147.43,"$373,500.00",$157.33,"2,374",$157.33,2/20/2016,4/7/2016
"2,350",2021,4,3,1,Attached,"$373,587.00",$158.97,"$373,587.00",$158.97,"2,350",$158.97,10/19/2020,4/5/2021
"3,397",2003,4,3,1,Detached,"$383,634.00",$112.93,"$373,664.00",$110.00,"3,397",$110.00,6/2/2003,2/26/2004
"2,534",2007,4,3,1,Attached,"$386,114.00",$152.37,"$373,774.00",$147.50,"2,534",$147.50,6/5/2007,6/18/2007
"3,118",2013,5,3,0,Detached,"$373,890.00",$119.91,"$373,890.00",$119.91,"3,118",$119.91,12/28/2012,12/28/2012
"1,667",2019,2,2,0,Condo,"$374,000.00",$224.36,"$374,000.00",$224.36,"1,667",$224.36,5/21/2021,6/30/2021
"2,140",2019,4,3,0,Attached,"$382,990.00",$178.97,"$374,000.00",$174.77,"2,140",$174.77,11/2/2019,1/3/2020
"2,140",2019,4,3,0,Attached,"$385,000.00",$179.91,"$374,000.00",$174.77,"2,140",$174.77,10/16/2019,12/30/2019
"2,176",1996,3,2,1,Detached,"$369,000.00",$169.58,"$374,000.00",$171.88,"2,176",$171.88,4/26/2017,5/5/2017
"2,604",1999,4,2,1,Detached,"$379,900.00",$145.89,"$374,000.00",$143.63,"2,604",$143.63,5/17/2007,7/25/2007
"3,250",1994,4,3,1,Detached,"$379,000.00",$116.62,"$374,000.00",$115.08,"3,250",$115.08,10/16/1998,12/1/1998
"3,219",1999,4,2,1,Detached,"$375,000.00",$116.50,"$374,000.00",$116.19,"3,219",$116.19,3/6/2006,7/21/2006
"3,551",2011,5,2,1,Detached,"$384,900.00",$108.39,"$374,000.00",$105.32,"3,551",$105.32,3/7/2014,7/10/2014
"3,417",2010,6,4,0,Detached,"$385,900.00",$112.94,"$374,000.00",$109.45,"3,417",$109.45,4/16/2011,7/25/2011
"2,735",2012,4,3,1,Detached,"$379,000.00",$138.57,"$374,000.00",$136.75,"2,735",$136.75,8/14/2012,3/27/2013
"3,004",2013,4,3,1,Detached,"$377,500.00",$125.67,"$374,000.00",$124.50,"3,004",$124.50,9/16/2012,6/7/2013
"2,223",2021,4,3,1,Attached,"$364,900.00",$164.15,"$374,120.00",$168.30,"2,223",$168.30,4/30/2021,12/29/2021
"2,607",2009,3,2,1,Attached,"$400,000.00",$153.43,"$374,215.00",$143.54,"2,607",$143.54,10/15/2016,7/28/2017
"3,555",2003,5,3,1,Detached,"$388,231.00",$109.21,"$374,218.00",$105.27,"3,555",$105.27,8/27/2003,3/1/2004
"3,118",2013,5,3,0,Detached,"$390,770.00",$125.33,"$374,250.00",$120.03,"3,118",$120.03,3/28/2013,3/28/2013
"1,851",2019,3,2,1,Attached,"$374,270.00",$202.20,"$374,270.00",$202.20,"1,851",$202.20,1/29/2019,8/30/2019
"2,288",1998,4,2,1,Detached,"$360,000.00",$157.34,"$374,500.00",$163.68,"2,288",$163.68,7/31/2020,9/1/2020
"2,874",2004,4,3,1,Detached,"$374,500.00",$130.31,"$374,500.00",$130.31,"2,874",$130.31,5/14/2004,11/23/2004
"2,443",2008,3,2,1,Detached,"$407,900.00",$166.97,"$374,500.00",$153.30,"2,443",$153.30,8/13/2008,12/23/2008
"1,856",2021,4,3,1,Attached,"$381,530.00",$205.57,"$374,560.00",$201.81,"1,856",$201.81,4/15/2021,7/27/2021
"2,420",2014,3,2,1,Detached,"$374,565.00",$154.78,"$374,565.00",$154.78,"2,420",$154.78,1/12/2014,1/12/2014
"2,614",2013,4,3,1,Attached,"$375,000.00",$143.46,"$374,650.00",$143.32,"2,614",$143.32,7/7/2017,8/9/2017
"2,777",2013,4,3,0,Detached,"$374,700.00",$134.93,"$374,700.00",$134.93,"2,777",$134.93,11/12/2013,5/28/2014
"2,178",2020,4,3,1,Attached,"$374,895.00",$172.13,"$374,895.00",$172.13,"2,178",$172.13,6/24/2020,1/15/2021
"2,846",2016,3,3,1,Attached,"$374,900.00",$131.73,"$374,900.00",$131.73,"2,846",$131.73,6/26/2020,7/31/2020
"2,601",2019,3,3,1,Attached,"$375,900.00",$144.52,"$374,900.00",$144.14,"2,601",$144.14,6/22/2020,12/18/2020
"2,810",2003,4,2,1,Detached,"$374,900.00",$133.42,"$374,900.00",$133.42,"2,810",$133.42,1/26/2018,4/5/2018
"2,741",2005,4,3,0,Detached,"$374,900.00",$136.77,"$374,900.00",$136.78,"2,741",$136.77,12/14/2004,5/22/2005
"3,094",1999,4,2,1,Detached,"$374,900.00",$121.17,"$374,900.00",$121.17,"3,094",$121.17,4/30/2007,6/28/2007
0,2008,4,3,0,Detached,"$402,325.00",,"$374,900.00",,0,,4/12/2008,4/20/2008
"2,648",2005,3,2,1,Detached,"$374,900.00",$141.58,"$374,900.00",$141.58,"2,648",$141.58,9/16/2004,7/16/2005
"1,696",2008,2,2,0,Detached,"$374,900.00",$221.05,"$374,900.00",$221.05,"1,696",$221.05,6/22/2017,7/31/2017
"3,509",2011,5,3,0,Detached,"$398,754.00",$113.64,"$374,966.00",$106.86,"3,509",$106.86,6/24/2011,9/29/2011
"1,513",1996,2,2,0,Attached,"$375,000.00",$247.85,"$375,000.00",$247.85,"1,513",$247.85,12/2/2021,2/1/2022
"2,692",2010,3,3,1,Attached,"$398,000.00",$147.85,"$375,000.00",$139.30,"2,226",$139.30,9/7/2012,1/30/2013
"1,714",2002,2,2,0,Attached,"$359,900.00",$209.98,"$375,000.00",$218.79,"1,714",$218.79,5/28/2021,7/26/2021
"3,744",2005,3,3,1,Attached,"$389,000.00",$103.90,"$375,000.00",$100.16,"2,937",$100.16,7/19/2017,9/22/2017
"4,049",2006,4,3,1,Attached,"$389,900.00",$96.30,"$375,000.00",$92.62,"2,789",$92.62,1/25/2016,6/23/2016
"1,778",2012,3,2,1,Attached,"$359,000.00",$201.91,"$375,000.00",$210.91,"1,778",$210.91,6/6/2021,7/26/2021
"2,140",2019,4,3,0,Attached,"$390,000.00",$182.24,"$375,000.00",$175.23,"2,140",$175.23,12/12/2019,2/6/2020
"1,864",2001,3,2,1,Attached,"$349,900.00",$187.71,"$375,000.00",$201.18,"1,864",$201.18,6/16/2021,7/21/2021
"2,604",2009,3,2,1,Attached,"$365,000.00",$140.17,"$375,000.00",$144.01,"2,604",$144.01,7/20/2013,9/5/2013
"1,634",2013,3,2,1,Attached,"$315,000.00",$192.78,"$375,000.00",$229.50,"1,634",$229.50,7/3/2021,7/28/2021
"2,143",2018,2,2,0,Attached,"$375,000.00",$174.99,"$375,000.00",$174.99,"2,143",$174.99,9/11/2018,8/15/2019
"2,518",2017,3,3,1,Attached,"$379,900.00",$150.87,"$375,000.00",$148.93,"2,518",$148.93,4/21/2017,6/29/2017
"2,563",2016,4,3,1,Attached,"$377,900.00",$147.44,"$375,000.00",$146.31,"2,163",$146.31,4/21/2016,12/14/2016
"2,140",2019,4,3,0,Attached,"$375,000.00",$175.23,"$375,000.00",$175.23,"2,140",$175.23,9/27/2019,1/3/2020
"2,988",2008,3,2,1,Attached,"$375,000.00",$125.50,"$375,000.00",$125.50,"2,988",$125.50,5/14/2009,7/8/2009
"2,539",2016,3,3,1,Attached,"$399,900.00",$157.50,"$375,000.00",$147.70,"2,539",$147.70,8/20/2020,12/30/2020
"2,160",2015,3,2,1,Attached,"$389,000.00",$180.09,"$375,000.00",$173.61,"2,160",$173.61,7/16/2019,9/6/2019
"2,450",2006,3,2,1,Attached,"$383,000.00",$156.33,"$375,000.00",$153.06,"2,450",$153.06,7/4/2016,8/26/2016
"2,246",2011,4,3,1,Attached,"$369,000.00",$164.29,"$375,000.00",$166.96,"1,878",$166.96,9/20/2019,10/16/2019
"2,026",2010,3,2,1,Condo,"$375,000.00",$185.09,"$375,000.00",$185.09,"2,026",$185.09,12/26/2018,2/14/2019
"3,376",1995,5,3,1,Detached,"$375,000.00",$111.08,"$375,000.00",$111.08,"3,376",$111.08,1/20/2011,3/25/2011
"2,481",2007,3,2,1,Detached,"$375,000.00",$151.15,"$375,000.00",$151.15,"2,481",$151.15,10/2/2020,12/23/2020
"2,375",1994,3,2,1,Detached,"$375,000.00",$157.89,"$375,000.00",$157.89,"2,375",$157.89,3/16/2017,5/31/2017
"3,191",1999,4,3,1,Detached,"$375,000.00",$117.52,"$375,000.00",$117.52,"3,191",$117.52,1/21/2005,5/11/2005
"2,826",2008,3,3,1,Detached,"$399,900.00",$141.51,"$375,000.00",$132.70,"2,826",$132.70,1/10/2008,4/30/2008
"2,537",2011,5,3,0,Detached,"$385,000.00",$151.75,"$375,000.00",$147.81,"2,537",$147.81,7/15/2018,9/17/2018
"3,267",2008,0,4,0,Detached,"$388,990.00",$119.07,"$375,000.00",$114.78,"3,267",$114.78,4/7/2008,5/30/2008
"1,407",2010,3,2,0,Detached,"$365,000.00",$259.42,"$375,000.00",$266.52,"1,407",$266.52,3/31/2021,5/13/2021
"2,065",2015,3,3,0,Detached,"$379,900.00",$183.97,"$375,000.00",$181.60,"2,065",$181.60,3/2/2017,5/5/2017
"3,550",1997,5,3,1,Detached,"$399,900.00",$112.65,"$375,000.00",$105.63,"3,550",$105.63,5/31/2003,10/2/2003
"2,642",1994,4,2,1,Detached,"$375,000.00",$141.94,"$375,000.00",$141.94,"2,642",$141.94,6/11/2016,7/29/2016
"2,825",1995,4,2,1,Detached,"$385,000.00",$136.28,"$375,000.00",$132.74,"2,825",$132.74,6/6/2008,7/31/2008
"2,824",1999,3,2,1,Detached,"$378,500.00",$134.03,"$375,000.00",$132.79,"2,824",$132.79,9/11/2014,5/6/2015
"2,236",2013,3,2,1,Detached,"$375,000.00",$167.71,"$375,000.00",$167.71,"2,236",$167.71,5/25/2018,8/27/2018
"2,529",2006,4,2,1,Detached,"$369,990.00",$146.30,"$375,000.00",$148.28,"2,529",$148.28,2/24/2017,3/28/2017
"2,745",2004,4,4,0,Detached,"$385,000.00",$140.26,"$375,000.00",$136.61,"2,745",$136.61,8/1/2008,8/25/2008
"3,360",1998,5,3,1,Detached,"$399,900.00",$119.02,"$375,000.00",$111.61,"3,360",$111.61,8/8/2008,9/19/2008
"2,955",1999,4,2,1,Detached,"$374,900.00",$126.87,"$375,000.00",$126.90,"2,955",$126.90,6/2/2004,6/29/2004
"2,874",2008,3,3,1,Detached,"$389,900.00",$135.66,"$375,000.00",$130.48,"2,874",$130.48,8/22/2008,6/23/2009
